element_id,extension_value
5432,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/e/ex/extracapsular_spread_indication_code_de.asp?shownav=0
5434,PROCEDURE DATE (CT SCAN)
5434,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/proc/procedure_date_(ct_scan)_de.asp?shownav=0
5435,SCAN PERFORMED INDICATOR (CT)
5435,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/sc/scan_performed_indicator_(ct)_de.asp?shownav=0
5437,PROCEDURE DATE (PET SCAN)
5437,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/proc/procedure_date_(pet_scan)_de.asp?shownav=0
5438,SCAN PERFORMED INDICATOR (PET)
5438,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/sc/scan_performed_indicator_(pet)_de.asp?shownav=0
5811,FORCED EXPIRATORY VOLUME IN 1 SECOND (PERCENTAGE)
5811,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/f/fo/forced_expiratory_volume_in_1_second_(percentage)_de.asp?shownav=0
5440,FORCED EXPIRATORY VOLUME IN 1 SECOND (ABSOLUTE AMOUNT)
5440,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/f/fo/forced_expiratory_volume_in_1_second_(absolute_amount)_de.asp?shownav=0
5441,SMOKING STATUS CODE
5442,MEDIASTINAL SAMPLING INDICATOR
5442,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/m/me/mediastinal_sampling_indicator_de.asp?shownav=0
5444,PROCEDURE DATE (BRONCHOSCOPY)
5444,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/proc/procedure_date_(bronchoscopy)_de.asp?shownav=0
5445,BRONCHOSCOPY PERFORMED INDICATOR
5445,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/b/br/bronchoscopy_performed_indicator_de.asp?shownav=0
5447,EPIDERMAL GROWTH FACTOR RECEPTOR MUTATIONAL STATUS
5448,TUMOUR PROXIMITY TO CARINA
5448,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_proximity_to_carina_de.asp?shownav=0
5449,EXTENT OF ATELECTASIS
5449,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/e/ex/extent_of_atelectasis_de.asp?shownav=0
5450,EXTENT OF PLEURAL INVASION
5450,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/e/ex/extent_of_pleural_invasion_de.asp?shownav=0
5451,TUMOUR INVASION INDICATOR (PERICARDIUM)
5451,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(pericardium)_de.asp?shownav=0
5452,TUMOUR INVASION INDICATOR (DIAPHRAGM)
5452,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(diaphragm)_de.asp?shownav=0
5453,TUMOUR INVASION INDICATOR (GREAT VESSELS) 
5453,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(great%20vessels)_de.asp?shownav=0
5454,TUMOUR INVASION INDICATOR (HEART)
5454,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(heart)_de.asp?shownav=0
5455,MALIGNANT PLEURAL EFFUSION INDICATOR
5455,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/m/malignant_pleural_effusion_indicator_de.asp?shownav=0
5456,SATELLITE TUMOUR NODULES LOCATION
5456,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/satellite_tumour_nodules_location_de.asp?shownav=0
5457,SARCOMA TUMOUR SITE (SOFT TISSUE)
5458,SARCOMA TUMOUR SUBSITE  (SOFT TISSUE)
5459,MULTIFOCAL OR SYNCHRONOUS TUMOUR INDICATOR
5460,"
HISTOPATHOLOGICAL TUMOUR GRADE"
5460,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/h/he/histopathological_tumour_grade_de.asp?shownav=0
5461,"
GENETIC CONFIRMATION INDICATOR"
5461,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/g/genetic_confirmation_indicator_de.asp?shownav=0
5463,TUMOUR BREACH IDENTIFIER
5463,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_breach_identifier_de.asp?shownav=0
5464,TUMOUR NECROSIS
5464,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_necrosis_de.asp?shownav=0
5465,TISSUE TYPE AT NEAREST MARGIN
5465,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/th/tissue_type_at_nearest_margin_de.asp?shownav=0
5467,TUMOUR DEPTH
5467,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_depth_de.asp?shownav=0
5468,MITOTIC RATE (SARCOMA)
5468,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/m/mhmd/mitotic_rate_(sarcoma)_de.asp?shownav=0
5470,AMERICAN JOINT COMMITTEE ON CANCER STAGE
5470,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ag/american_joint_committee_on_cancer_stage_de.asp?shownav=0
5477,PERINEURAL INVASION INDICATOR
5477,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/pe/perineural_invasion_indicator_(urology)_de.asp?shownav=0
5478,LESION DIAMETER GREATER THAN 20MM INDICATION CODE
5478,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/l/le/lesion_diameter_greater_than_20mm_indicator_de.asp?shownav=0
5481,TUMOUR INVASION INDICATOR (PT3)
5481,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(pt3)_de.asp?shownav=0
5484,TUMOUR INVASION INDICATOR (PT4) 
5484,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(pt4)_de.asp?shownav=0
5488,CLARKS LEVEL IV INDICATION CODE
5488,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cl/clarks_level_iv_indicator_de.asp?shownav=0
5491,LESION VERTICAL THICKNESS GREATER THAN 2MM INDICATION CODE
5491,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/l/le/lesion_vertical_thickness_greater_than_2mm_indicator_de.asp?shownav=0
5495,ULCERATION INDICATION CODE
5495,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/u/ulceration_indicator_de.asp?shownav=0
5498,MITOTIC RATE (SKIN)
5498,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/m/mhmd/mitotic_rate_(skin)_de.asp?shownav=0
5499,MICROSATELLITE OR IN-TRANSIT METASTASIS INDICATION CODE
5499,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/m/mhmd/microsatellite_or_in-transit_metastasis_indicator_de.asp?shownav=0
5502,TUMOUR REGRESSION INDICATION CODE
5502,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_regression_indicator_de.asp?shownav=0
5505,BRESLOW THICKNESS
5505,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/b/br/breslow_thickness_de.asp?shownav=0
5506,TUMOUR INFILTRATING LYMPHOCYTE TYPE
5506,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_infiltrating_lymphocyte_type_de.asp?shownav=0
5507,FINAL EXCISION MARGIN AFTER WIDE LOCAL EXCISION
5508,NUMBER OF SENTINEL NODES SAMPLED
5508,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/n/nu/number_of_sentinel_nodes_sampled_de.asp?shownav=0
5509,NUMBER OF SENTINEL NODES POSITIVE
5509,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/n/nu/number_of_sentinel_nodes_positive_de.asp?shownav=0
5515,PROCEDURE DATE (ENDOSCOPIC OR RADIOLOGICAL)
5515,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/proc/procedure_date_(endoscopic_or_radiological)_de.asp?shownav=0
5517,SITE CODE (OF PROVIDER ENDOSCOPIC OR RADIOLOGICAL PROCEDURE)
5517,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/site/site_code_(of_provider_endoscopic_or_radiological_procedure)_de.asp?shownav=0
5518,CONSULTANT CODE (ENDOSCOPIC OR RADIOLOGICAL PROCEDURE)
5518,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cons/consultant_code_(endoscopic_or_radiological_procedure)_de.asp?shownav=0
5520,ENDOSCOPIC PROCEDURE TYPE
5520,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/e/en/endoscopic_procedure_type_de.asp?shownav=0
5522,RADIOLOGICAL PROCEDURE TYPE
5522,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/r/radiological_procedure_type_de.asp?shownav=0
5523,BILIARY STENT INSERTION REASON
5524,STENT DEPLOYED SUCCESS INDICATOR 
5524,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/stat/stent_deployed_success_indicator_de.asp?shownav=0
5525,ENDOSCOPIC OR RADIOLOGICAL COMPLICATION TYPE
5525,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/e/en/endoscopic_or_radiological_complication_type_de.asp?shownav=0
5526,STAGING LAPAROSCOPY PERFORMED INDICATOR
5526,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/st/staging_laparoscopy_performed_indicator_de.asp?shownav=0
5527,SURGICAL ACCESS TYPE (ABDOMINAL)
5527,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/sur/surgical_access_type_(abdominal)_de.asp?shownav=0
5529,SURGICAL ACCESS TYPE (THORACIC)
5529,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/sur/surgical_access_type_(thoracic)_de.asp?shownav=0
5534,"SURGICAL COMPLICATION TYPE
"
5534,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/sur/surgical_complication_type_de.asp?shownav=0
5535,UNPLANNED OPERATION INDICATOR
5535,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/u/un/unplanned_operation_indicator_de.asp?shownav=0
5536,POST OPERATIVE TUMOUR SITE (UPPER GASTROINTESTINAL)
5536,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/po/post_operative_tumour_site_(upper_gastrointestinal)_de.asp?shownav=0
5544,NUMBER OF COLORECTAL METASTASES IN LIVER CODE
5544,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/n/nu/number_of_colorectal_metastases_in_liver_code_de.asp?shownav=0
5546,MARGIN INVOLVED INDICATION CODE (POSITIVE PROXIMAL OR DISTAL RESECTION MARGIN)
5546,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/m/margin_involved_indication_code_(positive_proximal_or_distal_resection_margin)_de.asp?shownav=0
5548,MARGIN INVOLVED INDICATION CODE (CIRCUMFERENTIAL MARGIN)
5548,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/m/margin_involved_indication_code_(circumferential_margin)_de.asp?shownav=0
5550,ESTIMATED GLOMERULAR FILTRATION RATE
5550,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/e/ep/estimated_glomerular_filtration_rate_de.asp?shownav=0
5551,HYDRONEPHROSIS CODE
5551,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/h/hu/hydronephrosis_code_de.asp?shownav=0
5552,LACTATE DEHYDROGENASE LEVEL (NORMAL UPPER LIMIT)
5566,PROSTATE SPECIFIC ANTIGEN (PRE TREATMENT)
5566,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/prod/prostate_specific_antigen_(pre-treatment)_de.asp?shownav=0
5568,DETRUSOR MUSCLE PRESENCE INDICATION CODE
5568,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/del/detrusor_muscle_presence_indication_code_de.asp?shownav=0
5569,TUMOUR GRADE (UROLOGY)
5569,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_grade_(urology)_de.asp?shownav=0
5570,TUMOUR NECROSIS INDICATOR
5570,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_necrosis_indicator_de.asp?shownav=0
5571,TUMOUR INVASION INDICATOR (PERINEPHRIC FAT)
5571,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(perinephric_fat)_de.asp?shownav=0
5572,TUMOUR INVASION INDICATOR (ADRENAL)
5572,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(adrenal)_de.asp?shownav=0
5573,TUMOUR INVASION INDICATOR (GEROTAS FASCIA)
5573,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(gerotas_fascia)_de.asp?shownav=0
5575,TUMOUR INVASION INDICATOR (CORPUS SPONGIOSUM)
5575,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(corpus_spongiosum)_de.asp?shownav=0
5576,TUMOUR INVASION INDICATOR (CORPUS CAVERNOSUM)
5576,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(corpus_cavernosum)_de.asp?shownav=0
5577,TUMOUR INVASION INDICATOR (URETHRA OR PROSTATE)
5577,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(urethra_or_prostate)_de.asp?shownav=0
5578,GLEASON GRADE (PRIMARY)
5578,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/g/gl/gleason_grade_(primary)_de.asp?shownav=0
5579,GLEASON GRADE (SECONDARY)
5579,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/g/gl/gleason_grade_(secondary)_de.asp?shownav=0
5580,"GLEASON GRADE (TERTIARY)
"
5580,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/g/gl/gleason_grade_(tertiary)_de.asp?shownav=0
5581,ORGAN CONFINED INDICATOR
5581,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organ_confined_indicator_de.asp?shownav=0
5582,TUMOUR INVASION INDICATOR (SEMINAL VESICLES)
5582,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(seminal_vesicles)_de.asp?shownav=0
5583,TURP TUMOUR PERCENTAGE
5583,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/turp_tumour_percentage_de.asp?shownav=0
5585,TUMOUR INVASION INDICATOR (RETE TESTIS)
5585,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_invasion_indicator_(rete_testis)_de.asp?shownav=0
5950,TUMOUR LATERALITY(PATHOLOGICAL)
5950,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/t/tu/tumour_laterality_(pathological)_de.asp?shownav=0
